directorio_hog,ingreso,gasto
22810401,2341666.66666667,8622500
22810501,3845000,2237900
22810601,1361333.33333333,1947621.44444444
22810701,840640,2054291.66666667
22810801,9139166.66666667,7575241.44444444
22810901,1285000,1734749.11111111
22811001,6240833.33333333,3816239.54166667
22811101,2713416.66666667,5711900.66666667
22811301,2336750,5408779.25
22811401,1936583.33333333,1580491.66666667
22811501,1050000,1072323
22811601,3375833.33333333,2438775.66666667
22811701,1136333.33333333,781965.777777778
22811801,2706500,2836524.66666667
22811802,1700000,1248415
22811901,2079000,1531642.16666667
22812001,2316666.66666667,1391193.375
22812101,NA,926620
22812201,1235600,937950
22812301,1446250,1168833.33333333
22812401,2250000,2822066.66666667
22812501,6199000,2410371.66666667
22812601,4615000,2056421.55555556
22812701,NA,921021.333333333
22812801,535000,1820100
22812901,3714583.33333333,3532055
22813001,1130000,1362250
22813101,1505233.33333333,1378585
22813601,1300000,1654417.11111111
22813602,915000,3195635.94444444
22813801,3000000,3109031.75
22813901,2009999,2811304.91666667
22814001,1677666.66666667,1632469.94444444
22814101,2605000,1829588.33333333
22814201,1450000,458758.777777778
22814301,3100000,1315500
22814401,3230300,3896933.33333333
22814501,9375000,7902083.33333333
22814601,NA,1097000
22814701,4133333.33333333,2094961.33333333
22814801,4000000,2996765.41666667
22814901,6466666.66666667,7401356.5
22815001,4349933.33333333,2741372.66666667
22815101,9596666.66666667,7703633.75
22815201,5150000,2024281.33333333
22815301,11500000,8236166.66666667
22815401,1070000,1681783.33333333
22815501,400000,2632666.66666667
22815601,7630000,4850591.08333333
22815701,1687666.66666667,2229586.85416667
22815801,1230000,1554200
22815901,4066666.66666667,2985000
22816601,1235000,2073216.66666667
22816901,1600000,2034274.58333333
22817001,5230333.33333333,5431165.44444444
22817101,3360000,1754424.66666667
22817301,5541666.66666667,6529500
22817401,2110000,1815863.66666667
22817701,682266.666666667,560726.666666667
22818501,1450000,1150666.66666667
22818601,5441666.66666667,2330874.58333333
22818701,1328333.33333333,1717057.08333333
22818801,11700000,5554745.33333333
22818901,2080000,3265351.83333333
22819001,1120000,932844
22819101,9600000,4724318.5
22819201,5950000,5896161.5
22819301,8850000,5599733.33333333
22819401,11700000,4841235.16666667
22819501,4000000,2927100
22819901,4000000,6102173.16666667
22820001,9900000,7984719.44444444
22820101,3750000,3585818.66666667
22820401,5533333.33333333,5061660.44444444
22820501,21100000,17366683.1666667
22820601,3520000,2995833.33333333
22820701,926000,3072000
22820801,8204166.66666667,9848950
22820901,NA,4442000
22821001,5334999.83333333,3334896.66666667
22821101,1087266.66666667,1297488.91666667
22822001,800000,1352150
22822101,1072000,1087500
22822201,80833.25,245000
22822301,1072000,543000
22822401,536000,831000
22822501,900000,1338000
22822601,1258499.83333333,2087387
22822701,800000,693331.25
22822801,380000,280833.333333333
22822901,600000,690500
22823101,2772033.33333333,2116719.77777778
22823201,600000,1143500
22823301,3051600,1937837.58333333
22823401,800000,1160550
22823501,1066666.66666667,1049750
22823601,1370000,725300
22823701,1077916.66666667,1049342.69444444
22823901,3100000,4043642
22824001,NA,2037528.33333333
22824101,4200000,3506816.33333333
22824201,1775625,1619859
22824301,6720833.33333333,4934788.66666667
22824401,2241666.66666667,1586785.02777778
22824501,651666.5,1231547.66666667
22824601,1072000,5020703.33333333
22824701,1950000,1448300
22825001,700000,495200
22825101,3053999.5,2599364.5
22825201,259999,2302800
22825301,536000,778333.333333333
22825401,654665.666666667,1429566.66666667
22825501,700000,665500
22825601,900000,1550666.66666667
22825701,700000,1118333.33333333
22825801,579166.666666667,867000
22825901,1732499.91666667,2587833.33333333
22826001,602499.75,1163666.66666667
22826101,1620833.33333333,930375
22826201,1900833.25,1185500
22826301,1289832.83333333,1466083.33333333
22826401,1883333.16666667,2140700
22826501,174333.333333333,876750
22826601,800000,1214833.33333333
22826701,636000,847333.333333333
22826801,637666.5,1393666.66666667
22826901,620833.333333333,942166.666666667
22827001,312500,750500
22827101,885000,1065063
22827301,2782666.66666667,3313833.33333333
22827401,301666.5,380800
22827501,1651666.5,2005000
22827601,NA,666000
22827701,858333.333333333,1300000
22827801,536000,725666.666666667
22827901,500000,569002.316666667
22828001,2151500,1403000
22828101,536000,425000
22828201,1079000,717041.666666667
22828301,595000,1184683.33333333
22828401,3000000,3323433.33333333
22828402,4431000,3642100
22828501,2450000,1315865.83333333
22828601,3516333.33333333,1999954.66666667
22828701,3100000,2333245.33333333
22828801,1100000,1393128.83333333
22828901,2971200,2825854.41666667
22829001,1058100,788962
22829601,4112766.66666667,4178248
22829701,730000,948909
22829801,1271200,2013050
22830001,7500000,5347333.33333333
22830101,2041666.66666667,2625000
22830401,1408000,1885727.33333333
22830501,2620000,2168832.33333333
22830901,650000,2495000
22831001,7185000,3723033.33333333
22831101,2887500,2560080.86111111
22831201,1800000,3343294.83333333
22831301,1400000,1644323.66666667
22831501,3800666.66666667,2394665.66666667
22831601,1000000,1067187.66666667
22831701,1530333.33333333,929383.333333333
22831801,750000,732000
22831901,4491433.33333333,2541329.66666667
22832101,1500000,2573393.94444444
22832201,14116666.6666667,11726635.5
22832301,451333.333333333,1686333.58333333
22832501,5726666.66666667,4801621
22832601,4009999,5046566.75
22834301,2790000,3144729.77777778
22836201,2118500,2908740.11111111
22837401,1235000,1395016.66666667
22837501,1690300,1100750
22837601,1000000,2110593.33333333
22838001,NA,1300093.11111111
22838202,1061666.66666667,1189850
22840401,785600,804500
22840501,786000,777783.833333333
22840601,251333.333333333,1729459.66666667
22841201,1527500,1458425
22841801,1975000,1635987.66666667
22842001,400000,2931000
22842301,1891666.66666667,3057713.27777778
22842401,5752500,3254551.77777778
22842501,3850000,3540071.86111111
22843201,NA,1401300
22843501,6366666.66666667,3625350
22844001,1700000,1567333.33333333
22845501,6928666.58333333,3110733.33333333
22845801,2040916.66666667,1298873.66666667
22846201,4000000,12415633.8333333
22846701,1522666.66666667,2094050.45833333
22846901,2800000,3804503.75
22847401,2221583.33333333,2354490.33333333
22847501,750000,717900
22847601,1236000,1191793
22847701,2425000,2986765.08333333
22847901,250000,484333.333333333
22848101,150000,991380.333333333
22848301,800191.666666667,2834600
22848401,4233600,4912778.66666667
22848501,900000,3626222.33333333
22848601,2439166.66666667,4461529.33333333
22848701,7500000,6830324.33333333
22848801,1030000,976025.083333333
22848901,1050000,1776017.25
22849001,2000000,4451903.52777778
22849101,2867166.25,3796998.52777778
22849201,1082666.66666667,451166.666666667
22849501,1047916.66666667,924858.333333333
22849601,10536000,7609601.16666667
22849701,6000000,4013708.83333333
22849801,6000000,6820588
22849901,5914766.66666667,4513333.44444444
22850201,5500000,7371197.66666667
22850301,1416666.66666667,2883871
22850801,3023333.33333333,3572803.66666667
22851001,163333.333333333,189249.666666667
22851301,4716666.66666667,5042758.66666667
22851401,1600000,1453500
22851501,796000,1297033.33333333
22851601,1891666.66666667,1876916.66666667
22851801,2330000,1354413.33333333
22851901,1100000,885976.25
22852001,986000,3201223.33333333
22852401,1413000,2879774.66666667
22852501,1800000,6178923.91666667
22852601,32000000,18627666.6666667
22853901,9258333.33333333,6232500
22854001,9041666.66666667,6728700
22854301,4450000,7550500
22854401,6375000,3289500
22854501,6000000,7482800
22854601,2485000,1127700
22854602,652000,1535833.33333333
22854701,21366666.6666667,23073733.3333333
22854801,6000000,13012000
22855001,1200000,5333833.33333333
22855101,4120000,5613500
22855201,2650000,3288000
22855301,NA,2853568.5
22855601,4000000,3685000
22855801,4000000,5679235.16666667
22856101,4600000,3912500
22856601,3275000,4399135.16666667
22856701,5200000,3423135.16666667
22857001,8925000,4152187.33333333
22857101,7200000,4198000
22857201,3733333.33333333,2316266.66666667
22857301,8750000,6528210
22857401,9000000,7177509
22857901,6000000,6185219.66666667
22858101,7466666.66666667,7647618
22858301,3000000,14199000
22858401,21500000,9119666.66666667
22859101,3838333.33333333,3293905.16666667
22859501,935833.083333333,2579094.16666667
22861501,2354166.66666667,1002531.58333333
22861601,2100000,983113.583333333
22861901,1637333.33333333,1966051.5
22861902,632500,920433.333333333
22862001,558333.333333333,559686.666666667
22862901,1940000,2688356.27777778
22863001,7583333.33333333,16217542.5
22863101,737000,1779745.5
22863201,5000000,8396567.83333333
22863301,2345000,2612380.66666667
22863401,1768333.33333333,1436683.33333333
22863501,4666083.33333333,3765723
22863601,980166.666666667,1221480
22863701,3900000,3118757.44444444
22863801,5024500,3597656.69444444
22863901,3340000,3156137.44444444
22864001,2374500,3888364.77777778
22864101,4800000,4329182.66666667
22864201,900000,1379916.66666667
22864301,1563333.33333333,1997178.41666667
22864401,7128333.33333333,6019769.11111111
22864501,9583333.33333333,6312166.66666667
22864601,5288333.33333333,4127564
22864701,2401666.66666667,1625755.61111111
22864801,1130600,2363325
22864901,500000,3150020.66666667
22865101,5945000,4478311.16666667
22865201,1858333.33333333,2062962
22865301,5397500,5377515
22865401,586000,1059266.66666667
22865501,4645833.33333333,2282000
22865601,5028102,3051549.24
22865701,1298332.33333333,1687566.66666667
22865801,4500000,4249172
22865901,5715333.33333333,6674928.11111111
22866001,3312500,2548390.27777778
22866101,5982666.5,3796777.44444444
22866201,8248833.33333333,5763330.02777778
22866301,3850000,3256070.41666667
22866401,3950833.33333333,3690411.66666667
22866501,3198666.66666667,2702575
22866601,1000000,1739921.08333333
22866701,1900000,3005886
22866801,1459166.66666667,2195744.94444444
22866901,2409083.33333333,3129687.27777778
22867001,1200000,1201070.11111111
22867101,4274833.33333333,4502651.69444444
22867201,1143000,1306545.77777778
22867301,2800000,3937023.02777778
22867401,800000,1184250
22867501,1279000,3452606.16666667
22867601,2148516.66666667,2418497.44444444
22867701,1100000,2328506.75
22867801,2860000,2709183.33333333
22867901,4750933.33333333,2880565.11111111
22868001,3630000,6711767.44444444
22868101,4350000,7039876.61111111
22868201,1847833.33333333,2042877.66666667
22868301,2697500,2302555.44444444
22868401,1672500,2484789.66666667
22868501,4883333.33333333,3765233.33333333
22868601,2700000,5698324.52777778
22868701,7210000,2183000
22868801,1764166.66666667,2114865.33333333
22868901,3124833.33333333,2228402.66666667
22869101,733333.333333333,3044001
22869201,2400000,2080380
22869301,2166666.66666667,1836918
22869401,1116666.66666667,2587160.44444444
22869501,2487500,4455908.77777778
22869601,1200000,1390255.44444444
22869701,1309000,981558.333333333
22869801,2730000,1726761.66666667
22869901,12866666.6666667,4558433.33333333
22870101,3823333.33333333,2814666.66666667
22870201,3340000,3466440
22870301,2756666.66666667,3229007.33333333
22870401,2160000,1812066.66666667
22870501,1048333.33333333,2079666.66666667
22870601,3974666.66666667,2507343
22870701,2500000,1948593.75
22870801,1127898.66666667,3565106.91666667
22870901,1999666.66666667,4506896.66666667
22871001,10333333.3333333,5739546.66666667
22871101,3416083.33333333,2920776
22871201,691666.666666667,1350116.66666667
22871301,1636000,1707914
22871401,3193166.66666667,3013008.11111111
22871501,3609500,3244058.11111111
22871601,300000,638830
22871701,1039999,2841139.41666667
22871901,400000,1372900
22872001,4071166.58333333,2582897.66666667
22872101,2043416.33333333,2652416.66666667
22872201,5607216.66666667,4897025.27777778
22872301,1750000,3201730.33333333
22872401,3316666.66666667,4942362.16666667
22872501,7714333.33333333,5170027.33333333
22872601,10833333.3333333,7896346.33333333
22872701,1050000,2155882.66666667
22872801,2142833.33333333,2503429.41666667
22872901,3430000,4079150
22873001,9141666.66666667,6120915
22873101,2398000,2034828.33333333
22873301,6493333.33333333,6720156.66666667
22873401,2029000,2101209.33333333
22873501,1819700,2546122.11111111
22873601,4298666.66666667,4572963
22873901,750000,1532500
22874201,1546666.66666667,2040364.41666667
22874301,7400000,3887782.77777778
22874401,NA,1362333.33333333
22874501,2271666.66666667,1846792.11111111
22874601,319166.666666667,2148100
22874701,2194833.33333333,2581016.66666667
22874801,3557416.66666667,3282750
22874901,2037000,2091933.33333333
22875001,1200000,1078500
22875201,2800000,2596183.33333333
22875301,2961666.66666667,2672900
22875401,3543000,1608533.33333333
22875501,7595600,4056185.33333333
22875601,1889833.33333333,1791007.66666667
22875701,1563000,1810966.66666667
22875801,3212500,3050389.33333333
22875901,5014000,3130873
22876001,1000000,1521666.66666667
22876101,NA,277300
22876201,2080000,3085566.66666667
22876301,600000,2133750
22876401,4800000,2751100
22876501,804166.25,3306000
22876601,577499.75,1168558.33333333
22876701,NA,2704896
22876801,2605000,1946808.33333333
22876901,2000000,2199666.66666667
22877001,1200000,1855000
22877101,1300000,3094075
22877201,250000,2156566.66666667
22877301,2200000,1359050
22877401,2743583.33333333,2946283.33333333
22877501,2538600,2513960
22877601,3841666.66666667,3965166.66666667
22877701,3700000,4868986
22877801,11968666.6666667,6909644.08333333
22877901,2000000,1376546.66666667
22878701,765000,1047429.91666667
22878801,300000,1758750
22879201,1831666.41666667,1929419.16666667
22879401,5700000,6347532.5
22879501,18861666.6666667,9886202.66666667
22879601,5375000,5545904.66666667
22879701,10633333.3333333,5305108.33333333
22879801,9746666.66666667,3901350.44444444
22879901,1105781,1490596.48611111
22880001,2654583.33333333,3468918.11111111
22880101,5116666.66666667,6061617.375
22880201,2800000,2857588.33333333
22880301,6169166.41666667,4900924.77777778
22880401,2600000,7257366.66666667
22880501,695666.666666667,841569.611111111
22880601,3575833.25,5008010.94444444
22880701,599000,1073541.66666667
22880801,3000000,3608896.66666667
22880901,NA,6202824.70833333
22881001,4600000,3425103
22881101,3269000,1714416.66666667
22881301,550000,903800
22881401,455000,1116061.76666667
22881501,5594000,5175266.66666667
22881701,1500000,2026900
22881801,1000000,964266.666666667
22881901,2300000,2708293
22882001,5865000,3852990.33333333
22882101,1590000,2484166.66666667
22882201,2383333.33333333,2892030.66666667
22882301,1351666.66666667,2347844.08333333
22882401,250000,1541583.33333333
22882501,800000,900000
22882601,2405000,4354633.33333333
22882701,3570833.33333333,3209311.33333333
22882801,4000000,3424289.66666667
22882901,11666666.6666667,8733558.66666667
22883001,4075833.33333333,5104635.16666667
22883101,7975000,5952920.83333333
22883201,5533333.33333333,6428491.5
22883301,20366666.6666667,16949469.8333333
22883401,11113333.3333333,9173604
22883501,900000,3551316
22883601,16754166.6666667,10812986.1666667
22883701,21391666.6666667,19765475.3333333
22883801,9466666.66666667,6132418.66666667
22883901,6608333.33333333,7281739
22884001,6416666.66666667,4044377.16666667
22884101,16000000,9677751.5
22884201,1350000,3225156
22884301,2482333.33333333,2153340
22884302,850000,619000
22884401,3083333.33333333,5414993
22884501,496666.666666667,7435416.66666667
22884601,5009999,11894934.6666667
22884701,4933500,13557018.75
22884801,1550000,3791801.66666667
22884901,1833333.33333333,2009066.66666667
22885001,4708333.33333333,2410366.66666667
22885201,2266666.66666667,5179973.66666667
22885301,2766666.66666667,6550733.33333333
22885401,2000000,4487877.44444444
22885501,7650000,4042824.77777778
22885701,786000,723666.666666667
22885801,1500000,4338356.66666667
22885901,1505000,1754215.11111111
22886401,6966666.66666667,4067666.66666667
22886501,36416666.6666667,15772666.6666667
22886601,7000000,8027333.33333333
22886701,NA,11280000
22886801,4800000,5395933.33333333
22886901,15084166.5833333,6793000
22887001,4456416.66666667,2775060.91666667
22887401,7383333.33333333,8838166.66666667
22887501,21700000,13086166.6666667
22887601,7000833.25,8112684.5
22887701,2514999,15004000
22888001,3154000,2966196.33333333
22888101,7000000,9147333.33333333
22888501,3370000,4775566.66666667
22888901,23350000,13484933.3333333
22889001,14000000,10506166.6666667
22889101,4494500,4355997.11111111
22889201,3349666.66666667,1992812.33333333
22889301,3811665.5,7035233.33333333
22889401,15000000,11035500
22889501,200000,4711166.66666667
22889601,3501666.5,8805809.66666667
22889701,300000,7172162.25
22889801,4003333,6726333.33333333
22889901,2419666.66666667,3946677
22890401,4183333.33333333,4813071.5
22890501,8000000,5775000
22890601,1883333.33333333,4121266.16666667
22890701,6000000,14846000
22890801,8200000,7142737.66666667
22890901,14000000,14860666.6666667
22891001,14000000,10740996
22891101,12100000,7082000
22891201,12500000,14567500
22891301,1583333.33333333,5745845.66666667
22891401,5391666.66666667,4077706.5
22891501,6075000,8311382.5
22891601,5000000,4456333.33333333
22891701,1500833.25,7037116.66666667
22891801,10000833.25,12306666.6666667
22891901,NA,4216861.91666667
22892001,665000,3903783.33333333
22892101,NA,6447501
22892201,4951666.5,3690636.66666667
22892301,7067499.91666667,3661583.33333333
22892601,1567000,2269037.5
22892701,1516666.66666667,2195566.66666667
22892801,2841666.66666667,2101394.66666667
22892901,1000000,6676864.33333333
22893001,2672000,1584835.27777778
22893101,5721666.66666667,4398297.41666667
22893201,1113333.33333333,2536700
22893202,800000,885266.666666667
22893203,58333.3333333333,1086166.66666667
22893301,1001666.5,3312683.33333333
22893401,1200000,1354724.19444444
22893501,800000,1151510.94444444
22893601,2208500,1923766.75
22893701,2348333.33333333,1421736.52777778
22893801,7800000,2514328.77777778
22893901,2000000,2367811
22894001,1100000,1477982.33333333
22894101,5070000,6131696.66666667
22894201,550000,797066
22894301,1256666.66666667,1789228.33333333
22894401,669998,4587448
22894501,580000,308471.777777778
22894601,10510583.3333333,5026026.44444444
22894701,3409999,3875731
22894801,181666.5,2459538.91666667
22894901,1219998,2849512.77777778
22895001,1073000,994407.333333333
22895101,700000,2675589
22895201,NA,137452.75
22895301,1087000,1096030
22895401,896999,1360179.41666667
22895501,4503333,4153733.33333333
22895601,1300000,2225000
22895801,5000000,6276169.77777778
22895901,1293083.33333333,2543740.25
22896001,2249166.66666667,3355759.86111111
22896101,1201666,10749384.9166667
22896201,7970000,4702660
22896301,2500000,2655900
22896401,1100000,2984116.75
22896501,3009999,9816783.33333333
22896601,300000,2377275
22896701,8947666.66666667,7023013
22896801,NA,1533166.66666667
22896901,4791666.66666667,3683500
22897001,3607875,3943700
22897101,2100000,1970592.66666667
22897201,3937500,4127066.66666667
22897301,1780000,1492939.22222222
22897401,5000000,2853833.33333333
22897501,1625000,3646317
22897601,2130833.25,3786362.19444444
22897701,1150000,1090892.33333333
22897801,2705200,1853038.44444444
22897901,825000,1541833.33333333
22898001,4800000,2856766.66666667
22898101,1384833.25,1020434.77777778
22898201,6000000,2722779.44444444
22898401,1850000,3095523.77777778
22898501,480000,1962765.11111111
22898601,600000,3061613.27777778
22898701,567000,1159629.52777778
22898801,1150000,2383266.66666667
22898901,67000,1615575.44444444
22899001,67000,1405333.33333333
22899101,105000,1340000
22899201,32633333.3333333,15682636.6666667
22899301,5388333.33333333,6295354.5
22899401,100000,1530231.16666667
22899501,3458333.33333333,2764657
22899601,5633333.33333333,2594306
22899701,2000000,2928508.75
22899801,6800000,5252371
22899901,833333.333333333,2407477.83333333
22900101,991666.666666667,1292921.66666667
22900201,1575000,3469333.33333333
22900301,515000,617500
22900401,7000000,9698582.83333333
22901001,1812500,2618206.33333333
22901101,2908333.33333333,2698220.33333333
22901301,6983666.66666667,4205405.66666667
22901401,5191666.66666667,3872855.5
22901601,5388333.33333333,6422145
22901701,1200000,1886780
22901801,637500,2158383.33333333
22902101,1618333.33333333,1994898.16666667
22902201,2853083.33333333,1701001.33333333
22902301,3500000,2862562.41666667
22904001,4492499.91666667,6165459
22904301,300000,2818039.66666667
22904401,2150000,2076850.33333333
22904501,35433333.3333333,13242610.6666667
22904901,6900083.33333333,6604138
22905001,2841666.66666667,2338921.5
22905101,4783333.33333333,4836602.66666667
22905201,3103333.33333333,3489356
22905301,4273333.33333333,6977583.33333333
22905401,1500000,2190112.83333333
22905501,12000000,12322775.6666667
22905601,16166666.6666667,12593323.3333333
22906001,4206000,2939235.16666667
22906101,NA,5639568.5
22906201,536000,2392568.5
22906301,NA,3158617.66666667
22906401,2696666.66666667,2122266.66666667
22906701,1000833.25,3065000
22906801,2166666.66666667,2281764.5
22907101,1181666.5,2480000
22907201,6312333.16666667,5642057.83333333
22907401,116666.666666667,5950037.83333333
22907501,4591666.66666667,3581794
22907601,2840000,3073014.25
22907701,2200000,2201362
22907901,4500000,1473662.16666667
22908001,1723499.91666667,737000
22908401,4053333.33333333,6692490.58333333
22908501,2100000,929747.333333333
22908901,9200000,3927000
22909001,8082600,5435662.83333333
22909101,1491666.66666667,1532606.66666667
22909301,200000,1149399.375
22909401,950000,1105472
22909501,1350000,1590404.91666667
22910001,900000,1875666.66666667
22910101,1784666.66666667,1921364.08333333
22910201,1900000,2291500
22910301,2385000,1912011.86111111
22910601,5908333.33333333,6912000
22910701,250000,6195833.33333333
22910801,NA,2147262.83333333
22910901,NA,709999
22911001,NA,5586495.83333333
22911201,333333.333333333,3052291.16666667
22911301,5700000,5041477.33333333
22911401,8593333.16666667,5524894.5
22911501,8082600,5510312.5
22911601,NA,2826000
22911701,372000,3729833.33333333
22911801,1700000,2546037
22911901,3108333.33333333,2344000
22912001,NA,2484500
22912101,6900000,6047000
22912201,2900000,3871567.5
22912301,NA,4257086.91666667
22912401,2944166.66666667,1719616.66666667
22912501,1533333.33333333,3640299.66666667
22912601,3298333.33333333,2289952.27777778
22912701,1500000,4170617.19444444
22912801,1130000,798809.777777778
22912901,3333333.33333333,3160701
22913001,2674833.33333333,2179195.6
22913101,11100000,9644777.44444444
22913201,615000,1644230.44444444
22913301,1422833.33333333,1837538.33333333
22913302,3721200,1912247.66666667
22913401,10000000,1441053.66666667
22913402,1260600,647583.333333333
22913501,1035600,1381333.33333333
22913601,3726027,3494524.18444444
22913701,4494999.5,2796748.94444444
22913801,2250000,1990039.44444444
22913901,1381166.66666667,2395890
22914001,NA,792833.333333333
22914002,570833.333333333,1108690
22914101,1250000,977986.583333333
22914201,3900000,3107707.91666667
22914301,4400000,3400996.66666667
22914401,1585333,1667424.33333333
22914501,1335600,2154202.6
22914601,2046666.66666667,1786614.83333333
22914701,1500000,1675130
22914801,2500000,2319237.66666667
22914901,1071200,2903233.33333333
22915001,250000,608199
22915101,835600,899399
22915201,NA,5582353
22915301,6349666.66666667,3308990.61111111
22915401,5981333.33333333,3799063
22915501,3634916.66666667,2909686.75
22915701,1360600,2438330.66666667
22915801,950833.333333333,2543341.66666667
22915802,1228600,1076750
22915803,700000,1429633.33333333
22915804,1100000,232500
22915901,801666.666666667,2312633.33333333
22916001,914999.833333333,1328560
22916101,2600000,4001900.5
22916201,1770833.33333333,2392956.66666667
22916301,1640000,3003563.33333333
22916302,1400000,1593900
22916401,16400000,2014410
22916402,1368000,5726933.33333333
22916501,9248333.33333333,7679387.5
22916601,100000,884933.333333333
22916701,900000,3452541.33333333
22916801,6050000,4704536.61111111
22917001,2122166.66666667,1961066.66666667
22917101,2321000,2491862.91666667
22917201,15351666.5,7230266.66666667
22917401,2113000,1820575
22917501,1477200,1565801.875
22917601,941333.333333333,1175875
22917701,600000,571096.5
22917801,2773000,1933787.27777778
22917901,1276833.25,2266352.77777778
22918001,1620000,4629905.61111111
22918101,16200000,8929766.66666667
22918201,1409999,3398617.44444444
22918301,386666.666666667,639000
22918401,1393333.33333333,1838250
22918501,780000,1768666.66666667
22918601,10341500,6899442.33333333
22918701,1600000,3645400
22918801,539833.333333333,928350
22918901,1014166.66666667,1548197
22919001,3900000,3695149.58333333
22919101,1263500,2104666.66666667
22919201,1291666.66666667,1095573.41666667
22919301,3800000,3068266.66666667
22919401,2980333.33333333,1359638.38333333
22919501,5006499.91666667,3042833.33333333
22919601,3000000,3008833.33333333
22919701,6191666.66666667,3843566.66666667
22919801,1500000,1007300
22919901,2700500,2602166.66666667
22919902,3583333.33333333,4117666.66666667
22920001,2150000,1948766.66666667
22920101,10682833.25,4474953.33333333
22920102,930000,896933.333333333
22920201,909999.833333333,1741133.33333333
22920202,2441666.66666667,2871200
22920203,3000000,2866217
22920301,1450000,1460000
22920401,1500000,1289166.66666667
22920501,2304166.66666667,2306083.33333333
22920502,NA,365000
22920503,1300333.33333333,2152541.66666667
22920504,1600000,1050000
22920505,958333.333333333,1656750
22920506,1270000,3093266.66666667
22920507,1176000,965666.666666667
22920601,1066666.66666667,1939707
22920701,2958333.33333333,2936872.44444444
22920801,3800000,5531733.33333333
22921001,96666.6666666667,427000
22921101,4602550,4697697
22921201,4000000,2798327.20833333
22921301,50000,250500
22921302,200000,587290
22921303,520000,441200
22921304,858000,295000
22921305,535600,1491683.33333333
22921401,4014666.66666667,2592511.86111111
22921601,10000000,7283000
22921701,12125000,19889365.3333333
22921801,6083333.33333333,5306730.66666667
22921901,4800000,4306112.66666667
22922001,4025000,3433811.33333333
22922101,21700000,9292833.33333333
22922301,8208333.33333333,6940666.66666667
22922501,3741666.66666667,3690291.16666667
22922701,1610000,3823291.66666667
22922801,9200000,5482492.66666667
22922901,3721500,4402489.5
22923001,25375000,15588076.5
22923101,5695833.33333333,3577055.16666667
22923201,10175000,4826666.66666667
22923301,8366666.66666667,4187739.16666667
22923501,2933333.33333333,2740838.41666667
22923601,25416666.6666667,10823500
22923701,12300000,6495757.5
22923801,2964999.83333333,3236188.33333333
22923901,7300000,8135090.83333333
22924001,NA,6072695.33333333
22924101,7327500,7925500
22924201,7500000,5007161
22924301,1383333.33333333,1746340.66666667
22924401,600000,3086871
22924501,3416666.66666667,2943195.16666667
22924701,6020831.25,12991616.75
22924801,3142500,1902981.16666667
22925101,1131000,3059326.5
22925201,1980000,2777035.36111111
22925601,900000,1088128.16666667
22926001,NA,1080000
22926301,1610000,3655061
22926401,5608583.33333333,3585000
22926501,2991666.66666667,2666060.16666667
22926601,4300000,2639808.27777778
22926701,2700000,2001866.66666667
22927001,635000,1047060.75
22927101,4540500,4198285.11111111
22927201,1186200,1608946.94444444
22927401,3683333.33333333,3394377.75
22927601,2252500,3544780.83333333
22927701,500000,1883504.91666667
22927801,1364166.66666667,1098017.16666667
22928101,483333.333333333,1090439.83333333
22928401,2499333.33333333,5623380.41666667
22928701,1678666.66666667,1613766.66666667
22928901,4183333.33333333,2479478.66666667
22929001,NA,3082864.58333333
22929101,2370000,2791276.66666667
22929201,3500000,4132221.11111111
22929301,4000000,6195500
22929501,3800000,4609342.41666667
22929601,19148333.3333333,9504524
22929701,7000000,7417020.66666667
22929801,2282500,3143016.65
22929901,1266000,1505008.33333333
22930001,2006333.33333333,1393716.16666667
22930101,3150000,2992379.5
22930201,5300833.25,4730846
22930301,9116666.66666667,5061850.83333333
22930401,22566666.6666667,12420868
22930501,27900000,17386640.3333333
22930601,6395833.33333333,4524235.16666667
22930701,3700000,10050915.8333333
22930801,6972273.58333333,8986696
22930901,20400000,11913266.6666667
22931001,7350000,3465918.66666667
22931101,5350000,5439962.66666667
22931201,1883333.33333333,8164908.83333333
22931301,3508333.33333333,4884209.58333333
22931401,7233333.33333333,3347067
22931501,18000000,18388804.5
22931601,10920000,7464069.83333333
22931701,8583333.33333333,9093751.33333333
22931801,5508333.33333333,2658250
22931901,5200333.33333333,2899717.5
22932001,4166666.66666667,3490213.33333333
22932101,1290000,2261833.33333333
22932201,10633332.3333333,14561387.6666667
22932401,7010832.25,7488200
22932501,3030000,3275611.33333333
22932601,12898750,5633416.66666667
22932701,NA,3850566.66666667
22932801,1558333.33333333,1624313.61111111
22932901,2415000,3574392
22933001,6116666.66666667,8733903.25
22933101,636666.666666667,1348541.66666667
22933201,NA,1133333.33333333
22933301,854166.666666667,997750
22933401,1864408,2424883.33333333
22933501,NA,611883
22933601,1300000,1269666.66666667
22933701,14425000,9044500
22933801,520000,790797.833333333
22933901,2310000,2839160.75
22934001,656666.666666667,1630000
22934101,830000,1107000
22934201,300000,1700166.66666667
22934301,3514666.66666667,2180075.70833333
22934601,2159166.66666667,2798716.66666667
22934701,NA,620066.666666667
22934901,800000,1159000
22935001,1940000,2287294.66666667
22935101,3773833.33333333,1188713.5
22935201,300000,2212200
22935301,2348333.33333333,4541150
22935401,520000,1333600
22935501,5600000,4528125.11111111
22935601,1800000,1424110.66666667
22935901,11375000,11528666.6666667
22936001,683333.333333333,2806000
22936101,1231582.33333333,1799746.77777778
22936201,1286665.66666667,1788275
22936301,4600000,2957000
