directorio_hog,ingreso,gasto
20344501,1381666.66666667,1686523.33333333
20344601,3791666.66666667,3255333.33333333
20344701,843266.666666667,728833.333333333
20344801,930000,2017883.33333333
20345001,12006666.6666667,7799599.33333333
20345301,1540000,1704783.33333333
20345401,6194333.33333333,10278872.1666667
20345701,8533333.33333333,5903055
20345801,7519633.33333333,3580731
20346101,9716666.66666667,6786828.5
20346201,2558066.66666667,4334068.5
20346301,17900000,11876869.6666667
20346401,1244166.66666667,2089149.25
20346501,1310000,2028766.08333333
20346901,1283333.33333333,1519126
20347001,1963666.66666667,2204851.66666667
20347201,1150000,1793301.41666667
20347301,2041666.66666667,3336061.33333333
20347401,5516666.66666667,4576808.5
20347501,9309000,7827933
20347601,6400000,3610566.66666667
20347701,11016666.6666667,9692071.83333333
20347801,1546833.33333333,1911876.5
20347901,1234166.66666667,1541260.16666667
20348101,520000,1786150
20357501,684166.666666667,1102032.25
20357502,450000,782166.666666667
20357503,858333.333333333,1239100
20357504,1536000,853250
20357601,640000,1102467
20357701,2326933.33333333,2444767.83333333
20357801,1524333.33333333,1244584
20357901,3771200,2873400
20358001,2008650,3453751.41666667
20358101,3583333.33333333,3350715.5
20358201,4328333.33333333,2475181.16666667
20358301,2680966.66666667,1389775.5
20358401,1846666.66666667,1480500
20358501,1400000,689197.833333333
20358701,761666.666666667,1225236.83333333
20358801,96666.6666666667,438516.666666667
20359101,990000,1315666.66666667
20359201,301000,375400
20359202,2116766.66666667,3587750
20359301,684166.666666667,898491.666666667
20359401,1632916.66666667,2362948
20359501,1603333.33333333,1449000
20359601,2100000,1897710
20359901,793800,1274750.33333333
20360001,900000,2544478.66666667
20360101,2695000,3508541.66666667
20360201,1600000,1166566.66666667
20360301,1230000,749500
20360401,500000,1496933.33333333
20360501,285833.333333333,650666.666666667
20360601,1615833.33333333,1604075
20360701,1869750,2700805.66666667
20360801,600000,548597.333333333
20360901,204166.666666667,411000
20361001,4321750,3703374.61111111
20361101,1193333.33333333,1597750
20361201,1566250,1075578.33333333
20361301,1914166.66666667,3055547
20361401,2385000,1600633.33333333
20361501,897500,1575178.70833333
20361601,1357916.66666667,1253700
20361602,1700000,855666.666666667
20361701,1415833.33333333,1638352.66666667
20361801,820833.333333333,816083.333333333
20361901,3745833.33333333,2810500
20362001,1410000,2318339
20362101,280000,913266.666666667
20362201,866250,601321.583333333
20362401,1777498.91666667,3300626.11111111
20362801,1480000,1525150
20365001,353333,2148685.66666667
20367001,550000,1075666.66666667
20367101,200000,460530.166666667
20367201,1925000,2831606.5
20367301,2757083.33333333,1173576.41666667
20367401,1743333.33333333,3478748.16666667
20367501,1400000,2968029.75
20367601,712000,1383845.16666667
20367701,1087000,1866416.5
20367801,257500,422166.666666667
20367901,1521499,2358614.33333333
20368001,2080000,1215566.66666667
20368002,60000,747195.833333333
20369201,1450000,2348876.41666667
20370301,1400000,1722708
20370302,2185000,1806115.55555556
20370303,310000,554333.333333333
20380101,2516666.66666667,2031383.33333333
20383801,350000,1392423.66666667
20384701,1687000,2344879.08333333
20384801,2800000,2389509.33333333
20384901,1453166.66666667,2266544.08333333
20385001,2452000,1952400
20385101,1071200,1287555.83333333
20385201,750000,1246620.58333333
20385301,400000,737258
20385401,2676833.33333333,1890449.25
20392501,1273916.66666667,1100852.5
20392601,1196000,510975
20392801,2018323.33333333,2730371.75
20400701,1545000,1052416.66666667
20400801,NA,994513.333333333
20400901,1200000,1071500
20401001,1070000,997066.666666667
20401101,1276100,1785695
20401201,2050000,1797666.75
20401701,666666.666666667,564200
20401702,530000,587016.666666667
20401901,1634833.33333333,1818387.5
20401902,1961666.66666667,1319643.58333333
20402001,1295333.33333333,964383.333333333
20402101,823000,1099775
20402401,870000,498033.333333333
20402501,720000,1208385.33333333
20402601,616666.666666667,512073.666666667
20402701,2231933.33333333,847656.5
20403201,2454500,3284040
20403301,243083.333333333,799800
20403401,650000,612198.166666667
20403601,1296000,1570716.66666667
20403801,1817000,1250791.66666667
20404101,1200000,1789418.25
20420601,1195166.58333333,600270
20422601,NA,316500
20425801,3260000,3504715.33333333
20425901,800000,1790250
20426001,900000,1261989.66666667
20426101,400000,1216460.75
20426301,NA,695157.111111111
20426401,775000,3536676.77777778
20426901,400000,1714928.33333333
20427001,777000,1043125
20427101,1406666.66666667,3693315
20427201,1190000,1331333.33333333
20427401,1680250,2081416.66666667
20427501,785333.333333333,1563333.33333333
20427601,4863333.33333333,5406990
20427801,4764499.91666667,4241571
20427901,930000,1628051.5
20428001,1086166.66666667,935625
20428101,600000,1317200
20428201,3650000,3416777.08333333
20428301,3275333.33333333,3210125
20428401,1455000,1965000
20428501,2368166.66666667,2122916.66666667
20428701,3037000,2049266.66666667
20428901,4937000,2380958.33333333
20429101,4478333.33333333,5016340
20429501,1205000,4328443.33333333
20429601,726666.666666667,1650716.66666667
20433901,470000,867332.75
20436401,11791666.6666667,9845089.77777778
20436501,1860000,3309138.77777778
20436601,7533166.66666667,6046842.75
20436701,4365000,3146658.66666667
20436801,11833333.3333333,3608562.16666667
20436901,5929333.33333333,2629534.66666667
20437101,4354166.66666667,2477417.75
20437201,2236666.66666667,3507233.33333333
20441901,700000,934833.333333333
20442001,505000,822627.5
20442101,156666.666666667,367227
20442201,1020000,1018962.66666667
20442301,1203500,1367416.66666667
20442401,1475833.33333333,2571666.66666667
20442501,865666.666666667,1939850
20442601,1657250,2680810
20442701,3107900,1696772.625
20442801,1996750,1767154
20442901,857433.333333333,685600
20443001,872500,1047883.33333333
20443101,1623600,5128993.33333333
20443201,726666.666666667,2084900
20443301,241666.666666667,440000
20443401,1035000,1577805.75
20443501,1744933.33333333,1773484
20443601,2317500,1446308.19444444
20443701,300000,416416.666666667
20443801,614666.666666667,743500
20443901,1486333.33333333,1232183.33333333
20444601,250000,732000
20444701,270000,294000
20444801,1175000,2138249.11111111
20444901,1319749.83333333,1777958.33333333
20445001,4060666.66666667,4236066.66666667
20445101,888666.666666667,1697766.66666667
20445201,600000,1299432.16666667
20445301,1239333.33333333,1121781.52777778
20445401,552000,1590352.5
20445501,1500000,2379053.25
20445601,3030000,2858457.19444444
20445701,2398433.33333333,2272505.91666667
20445801,2163000,2763666.66666667
20445901,NA,1672533.33333333
20446001,1670000,2927939.83333333
20446101,4941666.66666667,4325516.66666667
20446201,8291666.66666667,5521666.66666667
20446301,NA,2085833.33333333
20446401,3225000,3474500
20446501,3383333.33333333,2270500
20446601,4070000,3032360.66666667
20446801,4200000,8143166.66666667
20446901,8500000,7189166.66666667
20447001,1686666.66666667,2682916.66666667
20447101,1600000,1154833.33333333
20447201,2900000,6612500
20447301,7243333.33333333,6217816.66666667
20447401,2860833.33333333,2789133.33333333
20447501,4380000,5018807.66666667
20447601,7301833.33333333,9307782.66666667
20447701,2864166.66666667,5663666.66666667
20447801,120000,450000
20447901,1650000,2355401.66666667
20448001,1200000,5251915.66666667
20448101,1750000,6144442.66666667
20448301,12920833.3333333,18765866.6666667
20448401,2548750,2529117.66666667
20448601,351166.666666667,1062410.25
20448701,370000,1014680
20448801,2388000,1402600
20448901,697500,1796500
20449001,3311000,2304479.5
20449201,2670416.66666667,2715421.91666667
20449301,2818833.33333333,3910613.66666667
20449401,11041000,17232148.6666667
20449501,10608333.3333333,13159982.8333333
20449601,1407500,4418933
20449701,3264516.58333333,2675974.66666667
20449801,2148750,4195283.33333333
20449901,1639500,1468500
20450001,330000,595250
20450101,1058333.33333333,3367972.91666667
20450201,1333333.33333333,4383242.33333333
20450301,2800000,2280165.25
20450401,9007250,9130543.83333333
20450501,2250000,3311107.16666667
20450601,1950000,2013828.94444444
20450701,966666.666666667,3426250
20450801,4500000,3726138
20450901,5800000,7574504
20451001,7300000,8358901.83333333
20451101,2727833.33333333,1773736
20451201,1342166.66666667,1496651.11111111
20451301,729999.916666667,1994065.41666667
20451401,901000,1627250
20451501,2736500,3199466.66666667
20451601,850000,1935664.77777778
20451801,300000,1123276.02777778
20452001,3658333.33333333,2311500
20452101,1444333.33333333,1344547.66666667
20452201,1210833.33333333,1266200
20452301,2437683.33333333,2373528.66666667
20452401,2044833.33333333,1951284.83333333
20452601,3293333.33333333,6827666.66666667
20452701,4500000,3797361.66666667
20452801,7133333.33333333,8735868
20452901,13166666.6666667,10666023.6666667
20453001,1080233.33333333,1566906.86111111
20453101,21592499.9166667,12285666.6666667
20453201,26200000,18188449.3333333
20453301,1101000,2256766.66666667
20453401,1219333.33333333,2359958
20453501,800000,1754116.66666667
20453601,1851200,1263147
20453701,680000,534333.333333333
20453801,1474666.5,811141.666666667
20453901,1467833.33333333,1499375
20454201,935000,738482.208333333
20454301,835000,914785
20454401,600000,670000
20454501,835000,1227084.08333333
20454601,1645233.25,2122089.04166667
20454701,5000000,4658697.91666667
20454801,2305000,2037227
20454901,550000,876666.666666667
20455001,1073333.33333333,795733.333333333
20457201,680000,606066.666666667
20457202,1050000,867700
20457203,450833.333333333,428833.333333333
20457301,995183.333333333,1609258.66666667
20457302,1851666.66666667,1840300
20457501,225000,218000
20457502,1360000,899830.833333333
20457601,787500,2441850
20457701,1196000,1348320
20457801,2395833.33333333,3208005.91666667
20457901,450000,914962.916666667
20458101,5060833.33333333,4663085.5
20458201,3748416.66666667,4055266.66666667
20458301,960000,712224.583333333
20458401,2300000,2960013.25
20469101,1376500,2531637.44444444
20469201,980000,734000
20469301,3400000,4167938.66666667
20469401,850000,1273565.5
20469501,1895255.83333333,1336149.52777778
20469601,1451250,1339333.33333333
20469701,1150000,670166.666666667
20469801,830000,695000
20469901,560000,828200
20470001,450000,901433.333333333
20470101,741666.666666667,1419396.66666667
20470201,1430000,1881259.16666667
20470301,2000000,2377128.44444444
20471101,28666666.6666667,9389166.66666667
20471201,14300000,6060833.33333333
20471301,4125333.33333333,4979100
20471401,785833.333333333,1008325
20471501,3411999.83333333,2801200
20471601,6278250,3473650
20471701,710833.333333333,1035305.83333333
20471801,NA,13774250
20471901,3860000,3259900
20472001,17000000,6815250
20472101,10245833.3333333,9445583.33333333
20472201,9500000,6636384.08333333
20472301,7200000,4776092.66666667
20472401,NA,4913177.25
20472501,6813333.25,5144833.33333333
20472601,65000,793333.333333333
20472701,1130000,1719925.66666667
20472801,6500000,4045033.33333333
20472901,5604166.66666667,5512503.58333333
20473601,19693333.3333333,9718750
20473701,7750000,7584166.66666667
20473801,8766666.66666667,7233333.33333333
20473901,1261666.66666667,1878541.66666667
20474001,4287666.66666667,3269000
20474101,3423333.33333333,4147700
20474201,5100000,7946666.66666667
20474301,4818750,5623791.83333333
20474401,5000000,5822339.83333333
20474501,8080249.91666667,4820290.66666667
20474601,6200000,5767969.83333333
20475801,16433333.3333333,9169683.83333333
20476101,1796666.66666667,2624276
20476201,10612499.75,4976707.66666667
20481401,8663333.33333333,4953552.58333333
20487701,990833.333333333,825150
20487801,100000,158000
20487901,300000,280333.333333333
20488001,1100000,500940.333333333
20488101,3900000,4052007.66666667
20488201,10000000,3384541.66666667
20488301,548666.666666667,463000
20488401,963333.333333333,1049333.33333333
20488402,775000,1039399.66666667
20488501,200000,3966809
20488601,2500000,4931266.66666667
20488701,766666.666666667,1353353
20488801,210000,253475.916666667
20488802,180000,288288.916666667
20488901,1194166.66666667,633600
20489001,1130833.33333333,1335065.66666667
20489101,2394066.66666667,2319385
20489201,1025000,932163.916666667
20489202,1365000,1094683.33333333
20489301,735000,1261550
20489401,2825000,3554155.83333333
20489501,1532000,1528583.33333333
20489502,1150000,1696433.33333333
20489601,4392666.66666667,3432876.66666667
20489602,876333.333333333,726966.666666667
20489701,250000,471600
20489801,1080000,1025905.25
20489901,1222833.33333333,1332668.66666667
20490001,1282333.33333333,1858164.5
20490101,2255500,1901847.33333333
20490301,1616666.66666667,1768009.83333333
20490401,NA,1008500
20490501,834499.75,1588445.58333333
20490601,791666.666666667,805963.333333333
20490701,993000,1684054.16666667
20490801,762000,1529673.66666667
20490901,646500,1549526.66666667
20490902,424166.5,1011588.95833333
20491001,773333.333333333,1055675.16666667
20491101,1841666.66666667,1292160.33333333
20491201,1253332.33333333,1657854.44444444
20491301,379999,1426333
20491401,1500000,1975666.66666667
20491501,1025000,1754090.66666667
20491601,995000,4182083.33333333
20491701,766666.666666667,1794700
20491801,2096000,1810653.5
20491901,2607500,2370795.63888889
20491902,727666.666666667,1621666.66666667
20491903,320000,783333.333333333
20492001,1530000,2373100
20492101,2327500,1758724.5
20492201,4080000,3827394.33333333
20492301,1205000,1250840.83333333
20492302,220000,655166.666666667
20492303,NA,720333.333333333
20492401,1000000,1085727.66666667
20492501,1650000,2933942.33333333
20492601,1801700,1475811.5
20492701,3816666.66666667,2704400
20493001,2934166.58333333,1812500
20493101,1150000,2321356.58333333
20493201,680000,1136966.66666667
20493301,NA,469602.75
20493401,2113000,2169160.5
20493501,3630000,2524766.66666667
20493601,1800000,996683.333333333
20493701,948333.333333333,677600
20493801,4392566.66666667,3064887.66666667
20494001,777700,1186250
20494201,2276833.33333333,1357820.04166667
20494401,280000,1364166.66666667
20494501,741666.666666667,1291200
20494601,1763833.33333333,1765890
20494701,902666.666666667,2186381.83333333
20494801,3125000,1930000
20494901,2816666.66666667,1754500
20495001,1932433.33333333,3482066.66666667
20495101,2000000,1115083.33333333
20495201,100000,1338766.66666667
20495301,1556500,2922750
20495401,NA,1247500
20495501,3936666.66666667,4101389.83333333
20495601,362500,1150266.66666667
20495701,NA,1097683.33333333
20495801,2769750,1946430
20495901,3565083.33333333,5003622.66666667
20496001,3299166.66666667,4526500
20496101,1524166.66666667,2651933.33333333
20496201,4258333.33333333,3766433.33333333
20496301,450000,645500
20496401,1070000,1370066.66666667
20496501,NA,823166.666666667
20496601,601666.666666667,718250
20496701,1300333.33333333,942083.333333333
20496801,733333.333333333,906750
20496901,1026833.33333333,1575000
20497001,692500,985316.666666667
20497101,1500000,3026666.66666667
20497201,700000,1234367.83333333
20497301,1216666.66666667,3240433.33333333
20497401,400000,954200
20497601,737500,1159133.33333333
20497701,500000,1435713
20497901,1006000,1491876.66666667
20498001,2100000,1261400
20498101,1934583.33333333,1607641.66666667
20498201,NA,1869683.33333333
20498301,1100000,2251666.66666667
20498401,800000,895548.166666667
20498801,3000000,2916509
20498901,2200000,3595841.91666667
20499001,3109166.66666667,3282200.66666667
20499301,3200000,2906100
20499401,1800000,2531437.77777778
20499501,900000,749500
20499601,1033333.33333333,1704600
20499801,1049999,2378018.5
20499901,1800000,2108466.66666667
20500001,603333.333333333,659333.333333333
20504801,1087000,1477733.5
20504901,1110916.66666667,1225411.83333333
20505001,985000,2605870.33333333
20505301,2850000,4183256.33333333
20505401,1300000,2264366.66666667
20505501,1670000,2232073.58333333
20505601,1828666.66666667,1519766.66666667
20505701,130000,1193466.66666667
20506001,3050000,3436566.66666667
20506101,1359833.25,2067975
20506201,915000,731698.25
20506301,152499.75,2130510.33333333
20506401,1215875,2068000
20506501,1180500,1610666.66666667
20506601,4594166.41666667,4190003.16666667
20506701,1208000,3002342.625
20506801,1270000,1860221.16666667
20507001,1668500,1724735.41666667
20507101,1278433.33333333,2586458.41666667
20507301,7072350,2514850
20507401,3225000,2939304.83333333
20507501,1894500,2269300
20507701,456000,1279833.33333333
20507801,1600000,1753303.16666667
20507901,578333.333333333,1305240.83333333
20508001,600000,1520648.16666667
20508101,2222916.66666667,1202810
20508201,2074993.25,1136820.5
20508301,367500,483583.333333333
20508401,3210750,2956081.25
20508501,935000,937375
20508601,845833.333333333,722400
20508701,1329333.33333333,1334395.66666667
20508801,800200,975500
20508901,785000,806268.333333333
20509001,1371000,1504173.33333333
20509101,1044000,1005208.33333333
20509201,2465000,627215.958333333
20509301,1690000,694041.666666667
20509401,1506166.66666667,1648041.66666667
20509501,2400000,2277831.66666667
20509601,NA,588000
20509701,400833.25,923500
20509801,280000,1954100
20509901,1936666.66666667,1397683.33333333
20510001,1576666.66666667,2284433.33333333
20510101,700000,2175791.66666667
20510201,3800000,2760493.88888889
20510301,108333.333333333,549980
20510401,460833.333333333,1152683.33333333
20510501,2498666.58333333,1818689.66666667
20510601,1455500,2294331.33333333
20510701,1126833.33333333,1508331.16666667
20510801,900000,2654820
20510901,819333.333333333,1960000
20511001,250000,2157050
20511101,2785083.33333333,2459864.5
20511201,3036000,3147314
20511301,300000,3511434.08333333
20511401,NA,746333.333333333
20511501,1041666.66666667,1171600
20511601,1070000,611053.416666667
20511701,1504666.66666667,999850
20511801,856000,1043730
20511802,1350000,2406393.33333333
20511901,1479666.66666667,1334744.66666667
20512001,1593833.33333333,1588499.91666667
20512101,520000,686409.416666667
20512201,506666.666666667,1248770
20512301,5060000,5072600
20512302,NA,153000
20512401,2893000,2243733.33333333
20512501,739333.333333333,723000
20512601,1582333.33333333,1519350.75
20512701,1767500,1199030
20512901,763000,1095238
20513001,1709000,1353840
20513101,1109333.33333333,1180310.66666667
20513201,NA,1781800.83333333
20513301,NA,488500
20513501,1204666.66666667,956783
20513601,2134333.33333333,1974534.66666667
20513701,1432666.66666667,1531444.58333333
20513801,929666.666666667,1601366.66666667
20513901,1130000,1458000
20514001,1100000,1473100
20514301,907333.333333333,705375
20514501,929633.333333333,1747660
20514601,1300000,775500
20514701,380000,436166.666666667
20514801,550000,1140666.66666667
20514901,NA,233083.333333333
20515001,800000,806000
20515201,1659641,1229191.92
20515301,698000,814541.666666667
20515401,2256000,2312296
20515701,987666.666666667,1018380
20515901,1615000,1312500
20516101,5540000,2805033.25
20516201,2620000,1176333.33333333
20516301,898000,2088098.52777778
20516401,1372000,2611233.33333333
20516501,380000,711166.666666667
20516601,939583.333333333,952493
20516701,1212000,1362666.66666667
20516801,1442000,1006496.08333333
20516901,NA,257878
20517001,975083.333333333,1053516.66666667
20517201,1326083.33333333,852300
20517301,1345000,782040.333333333
20517401,1300000,2683494.91666667
20517501,970000,1751062
20517601,930000,669485.333333333
20517701,850000,897666.666666667
20517801,4036666.66666667,4769816.66666667
20517901,350000,562600
20518001,1426666.66666667,1619208.33333333
20518101,754166.666666667,629467.333333333
20518201,1001250,2140666.66666667
20518301,1400000,1061233.33333333
20518401,4450000,4378125.94444444
20518501,5123333.33333333,3012096.83333333
20518601,2370000,1834670
20518602,3708333.33333333,2731504.16666667
20518701,4591666.66666667,5710167.83333333
20518801,NA,562766.666666667
20518901,NA,697800
20519001,1120833.33333333,922100
20519101,660000,1514440.11111111
20519201,1200000,2692399.33333333
20519301,937000,3600344.58333333
20519501,1378000,1354014
20519601,1497000,1239176.5
20519602,1800000,1267866.66666667
20519701,2719000,2158374.66666667
20519801,1625000,2418983.33333333
20519901,1029999,1272351.41666667
20520001,1449916.66666667,1676237.91666667
20520401,840833.333333333,1166105
20520501,1079583.33333333,1536586.66666667
20520701,2580233.33333333,2599665.75
20521001,850000,1065999.77777778
20521101,1452499.91666667,988833.333333333
20521102,600000,581000
20521201,1210000,734500
20521301,2350000,1675215.77777778
20521401,1113000,835500
20521501,1989833.08333333,1319220.75
20521701,833333.333333333,597038.333333333
20521801,6516666.66666667,4579996
20521802,1400000,2065250
20521901,1269500,2346908.33333333
20522001,3502499.75,2743750
20522002,1319499.75,1915066.66666667
20522101,2059000,1949000
20522201,NA,1046153.77777778
20522301,3933200,2079034.08333333
20522401,7223099.75,5168700
20522501,815600,1272730
20522601,350000,815000
20522901,700000,1812930
20522902,923333.333333333,1767130.16666667
20523001,1520000,2409166.66666667
20523101,600000,840750
20523201,5075000,2959816.66666667
20523301,4144616.66666667,2421060.91666667
20523401,900000,1282200
20523501,200000,651666.666666667
20523502,220000,661000
20523602,973333.333333333,968666.666666667
20523701,887266.666666667,2321250
20523901,735666.666666667,466313.333333333
20523902,948333.333333333,1247000
20524201,NA,2069583.33333333
20524301,1830000,1780566.66666667
20524401,656666.666666667,840079.333333333
20524402,180000,482000
20524501,300000,461166.666666667
20524502,1427083.33333333,874033.333333333
20524503,1555833.33333333,967250
20524601,2080000,1075700
20524701,1976666.66666667,1381886.66666667
20524801,1460833.33333333,1219483
20524901,2125666.5,2387049.11111111
20530701,1450833.33333333,931216.666666667
20530801,2728750,2374800.04166667
20530901,1666666.66666667,5442533.16666667
20531001,700000,2122716.66666667
20531101,4591666.66666667,3078948
20531201,500000,489000
20531202,1395833.33333333,840875
20531301,2778333.33333333,1786695
20531401,1475000,1890750
20531501,1324583.33333333,1222250
20531601,1353333.33333333,1538666.66666667
20531701,1339716.66666667,1702554.33333333
20531801,1905000,2155807.875
20532201,3087166.66666667,2337161
20532401,11450000,6232838.55555556
20532501,1352916.66666667,1078233.33333333
20532601,1420833.33333333,2299559.66666667
20532701,2331000,2508283.33333333
20532801,578333.333333333,876283.333333333
20532901,1380833.33333333,1418366.66666667
20533001,300000,442700
20533201,3002499.83333333,2484479.08333333
20533301,400000,1035841.66666667
20533401,1622666.66666667,2848125
20533501,600000,892416.666666667
20533601,2005600,1794133.33333333
20533701,1243000,3506280.75
20533801,2043000,1498282.08333333
20533901,4773333.33333333,2239116.5
20534001,1600833.25,1635679.41666667
20534101,1100000,1331398
20537301,3915833.33333333,3017472.33333333
20537401,1145633.33333333,1439525
20537501,933333.333333333,1497333.33333333
20537601,1080000,2048866.66666667
20537701,1750000,3199691.44444444
20537801,4400000,3398175.11111111
20538001,2057000,2656533.33333333
20538101,1159000,1197606.66666667
20538201,2335000,1740933.33333333
20538301,1945666.66666667,2222358.33333333
20543201,2601666.5,4152143.33333333
20556301,2979833.33333333,2987355
20556401,4612633.33333333,3701633.66666667
20556501,4775000,2280272
20556601,1820166.66666667,1774850
20556701,1250000,2318072.11111111
20556801,1547500,2106433.33333333
20556901,5941250,3880753.33333333
20557001,3000000,1647172.77777778
20557101,2100000,1482533.33333333
20557201,1803333.33333333,1894433.33333333
20557301,83333.3333333333,446000
20557401,2008666.66666667,1444974.11111111
20557501,1651485.33333333,2076201.44444444
20557601,2216666.66666667,3224146.11111111
20557701,1570000,2292544.66666667
20557901,1816666.66666667,4232549.44444444
20558201,1524166.66666667,2324050
20566901,749583.333333333,1440208.33333333
20567001,1836000,2359933.33333333
20567101,2241666.66666667,1767833.33333333
20567201,2709516.66666667,4538087.77777778
20567301,2540666.66666667,4544333.33333333
20567401,1793000,2130715.77777778
20567501,2118000,1639901.33333333
20567601,500000,893016.666666667
20567701,621333.333333333,1114391.66666667
20567901,900000,1837816.04166667
20568001,74000,514983.333333333
20568101,550000,660166.666666667
20568301,371666.666666667,938416.666666667
20568302,1272333.33333333,1606166.66666667
20568501,744250,1236206.66666667
20568601,3770666.66666667,3881312.77777778
20568701,450000,3949512.11111111
20568801,969500,2579328.77777778
20569101,800000,1247137
20569201,1300000,2362211.44444444
20569301,1311366.66666667,3991474.11111111
20577401,2243332.33333333,3068953.66666667
20577501,1070000,983774.083333333
20577601,5891666.66666667,7191033.33333333
20577701,535000,775508
20577801,2424166.66666667,2378433.33333333
20578101,600000,1520750
20578201,3276616.66666667,1573436.70833333
20578301,2400000,2364433.33333333
20578302,2415833.33333333,2627516.66666667
20578401,4233666.66666667,4319502.33333333
20578501,2300000,2082665.66666667
20578601,2542266.66666667,3350149.08333333
20578901,16741666.6666667,9450340.75
20579001,3565000,4479080.86111111
20579101,4942245.75,6390585.22666667
20579201,1183600,1301567.25
20579301,10248333.3333333,6311784.16666667
20579401,2500000,4653733.33333333
20579501,2419998,2981229.33333333
20579601,3238000,7807500
20579701,13041666.6666667,6720536.33333333
20580501,1582500,1735421.66666667
20580701,1500000,2095951
20580801,7100000,8557358.5
20580901,3216666.66666667,2560452.66666667
20581001,2395833.33333333,2531233.33333333
20581101,3637266.66666667,2543283.33333333
20581201,580000,977125
20581301,2109333.33333333,2045825
20581401,6800000,5703189.16666667
20581501,9750000,5087101.83333333
20581601,3125000,3835059.16666667
20581701,1335000,909475
20586701,4057666.58333333,2609054.16666667
20586801,625000,735533.333333333
20586901,600000,1344666.66666667
20587001,800000,675389
20587101,853333.333333333,1021433.33333333
20587201,350833.25,1369936.66666667
20587301,1917499.91666667,3025852.66666667
20587401,4366666.66666667,17592051.3333333
20587501,554165.666666667,3029858.33333333
20587601,693333,1421162.66666667
20587701,5561083.33333333,3534446.66666667
20587801,NA,1885522.25
20587901,1720000,1344250
20588001,1953333.33333333,1286068.83333333
20588101,1845000,2134100
20588201,1428333.33333333,828333.333333333
20588301,2474333.33333333,3133377.33333333
20588401,2160000,1754500
20588601,4641666.66666667,3793943.91666667
20588701,1200000,1177900
20588801,380000,1700450
20588901,5250000,2994985.33333333
20589001,2391666.66666667,3282225.41666667
20589101,2241741.66666667,2296965.5
20589201,450000,1351317
20589301,657600,523616.666666667
20589401,3150266.66666667,3472714.33333333
20590701,900000,845852
20590801,3039200,2599628.5
20590901,1608666.66666667,1978705.83333333
20591001,1100000,1617172.5
20591002,450000,1188372.5
20591101,1526466.66666667,2210429
20591201,6780833.33333333,7352416.66666667
20591301,6000000,6775166.66666667
20591401,9275416.66666667,7609035.16666667
20591501,9400000,6268100
20591601,4101500,5954512.16666667
20591801,1300000,2324300
20591901,13316666.6666667,11937578.6666667
20592101,2526250,1517213.16666667
20592201,3680000,4624300
20592301,2900000,5120952.66666667
20592401,1450000,1187544.5
20592501,977666.666666667,1283706.33333333
20592601,932500,2553883.33333333
20592701,2850000,4005083.61111111
20592801,2800000,3738665.44444444
20592901,800000,1347834.08333333
20593001,3500000,4011047.08333333
20593101,17000000,15398500
20593201,11333333.3333333,14361131.1666667
20593301,2833582.33333333,3941022.11111111
20593401,2950000,4236559.94444444
20593501,1319000,3374766.19444444
20593601,NA,1576230.27777778
20593701,5950416.66666667,6749061.83333333
20593801,37500000,25613419.3333333
20593901,2681666.66666667,2097269.58333333
20594001,1937083.33333333,2103744.02777778
20594101,5350000,3892071.44444444
20594201,4300000,4563401.11111111
20597401,700000,1260563.33333333
20597501,250000,620500
20597601,536000,369320
20597701,1341666.66666667,1479833.33333333
20597801,636833.25,1271333.33333333
20597901,NA,632000
20598001,359999,1882201.33333333
20598301,1470833.33333333,883350
20598401,846000,1118983.33333333
20598501,1036000,1329696.75
20598601,691666.666666667,1145157.33333333
20598701,1074000,1905833.33333333
20598801,1360000,636166.666666667
20598901,2160000,2456324.58333333
20599001,2652666.66666667,1361682.52777778
20599101,620133.333333333,608310
20599201,1266000,1029533.33333333
20599301,1716666.66666667,1225166.66666667
20599501,719833.333333333,948347.916666667
20599601,786000,1079711.08333333
20599701,800000,991000
20599801,1056000,1838956.08333333
20599901,536000,659166.666666667
20600001,1716666.66666667,1372218.25
20600101,2616833.33333333,1195200
20600201,1243333.33333333,1600666.66666667
20600301,750000,1047833.33333333
20600401,660000,575833.333333333
20600501,1090000,1426361.66666667
20600601,4466883.33333333,2438077
20600701,1239283.33333333,1302283.33333333
20600801,750000,1578666.66666667
20600901,1700000,1256333.33333333
20601001,1674800,1551541.75
20601101,1800000,2074250
20601102,851100,1228033.33333333
20601201,300000,575000
20601301,1283366.66666667,914350
20601401,1636000,2052500
20601501,300000,485000
20601601,1650000,1330638
20601701,1140000,1189250
20601801,300000,377500
20601901,700000,748250
20602001,1236833.33333333,1102333.33333333
20602201,1850000,1661504.5
20602301,1432000,1291433.33333333
20602401,2432000,4546912.41666667
20602501,1400000,1487786.33333333
20602601,3340000,2292903.83333333
20602701,2841666.66666667,2549883.33333333
20602801,535000,988150
20602901,2950000,1342669.66666667
20603001,1768000,1028900
20603101,973333.333333333,1136683.33333333
20603201,850000,1400000
20603301,1608583.33333333,1562516.66666667
20603401,1000000,677833.333333333
20603501,535000,658333.333333333
20603601,10400000,11432397.6666667
20603701,1500000,3349040.16666667
20603801,3458333.33333333,1584732
20603901,14000000,14206639.3333333
20604001,8916666.66666667,5925059
20604101,1509666.66666667,1236850
20604201,1050000,1399516.66666667
20604301,949433.333333333,1182566.66666667
20604401,8300000,9304366.66666667
20604501,650000,610100
